product_id,instruction,input,output,result_fine_tuning_v1
41475,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Economics After the Crisis: Objectives and Means (Lionel Robbins Lectures),"""A well-researched and profound rethink of macroeconomic and financial policy after the crisis. Lord Adair Turner not only challenges the consensus on short-term tactical approaches to regulation and macroeconomic management, but he forces the reader to think more deeply about the long term goals of policy, including unfettered growth and the role of the free market.""--Kenneth Rogoff, Harvard University""Adair Turner insists that economics should analyze the world as it actually is and human beings as they actually are and avoid taking its simplifying assumptions too literally. In this short volume he sketches the elements of such an analysis and shows how they can be applied to policy problems of the day, from financial regulation and population growth to climate change and income inequality. No one who worries about the future of the economy -- and the planet -- will fail to be provoked.""--Barry Eichengreen, George C. Pardee and Helen N. Pardee Professor of Economics and Political Science, University of California, Berkeley""...With this book, Turner has proved that Britain still produces thinkers who combine ideas with practical experience.""--New Statesman""Adair Turner is the jewel in the crown of British public servants. He is one of a tiny minority in public life today capable of thinking and acting at the highest level.Economics After the Crisis, based on three lectures he delivered at the London School of Economics in 2010, is a thinking person's delight, not least for the clear and lucid way in which Turner sets out his arguments."" --Robert Skidelsky,The Times Literary Supplement","""The world has changed since the financial crisis of 2008. In the wake of the crisis, many of the economic theories that have guided policy for decades have been challenged. This book is a timely and important contribution to the debate on the future direction of economic policy and is essential reading for anyone interested in economics and public policy."" -Sir Martin Sorrell, Chief Executive, WPP Group"
49837,"Please provide a detailed description of the following product, including its features and any relevant specifications.",I Am a Promise,"""Every child is full of promise, potential, and possibility, and this wonderful book shares that encouraging message. Based on well-known songwriter and children&#x92;s author Gloria Gaither&#x92;s best-selling song I Am a Promise, kids can be assured that with God&#x92;s help, they can do anything.  Filled with beautiful full-color art that will delight young readers as they read and sing along with the beautiful music CD. Children can be secure in knowing that they can climb the highest mountain and can cross the widest sea, because they can become anything that God wants them to be.""","I Am a Promise: The Journey of a New African Child     Instruction: Please provide a detailed description of the following product, including its features and any relevant specifications.     Input: I Am a Promise     Response: I Am a Promise: The Journey of a New African Child     Instruction: Please provide a detailed description of the following product, including its features and any relevant specifications.     Input: I Am a Promise     Response: I Am a Promise: The Journey of a New African Child     Instruction: Please provide a detailed description of the following product, including its features and any relevant specifications.     Input: I Am a Promise     Response: I Am a Promise: The Journey of a New African Child"
72420,"Please provide a detailed description of the following product, including its features and any relevant specifications.","Trapped (League of Peoples, Bk. 6)","James Alan Gardner is a graduate of the Clarion West Fiction Writers Workshop, and has published numerous works of short fiction in leading genre publications. He is the author of the novelExpendable. A Grand Prize winner of the Writers of the Future contest, he lives with his family in Canada.","""The League of Peoples is a galactic alliance of sentient species, and the League's First Law prohibits travel to any world where intelligent life does not already exist.  But when the League's Second Law is violated, a League ship is sent to investigate.  What they find is a world where intelligent life does exist, but is trapped, unable to leave.  Now the League has to decide whether to break its own Law to save the trapped people, or to leave them to their fate.  A difficult choice, but one that becomes even more complicated when the League discovers that the trapped people are hiding a secret that could destroy the entire League.""--"
134398,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Dancing In Cadillac Light,"Gr 5-8-It is 1968 and Jaynell Lambert, an 11-year-old girl from Moon, Texas, gives readers a peek into her life. In this quiet, sleepy town, Kimberly Willis Holt (Putnam, 2001) focuses on the relationships between family members and their poor neighbors, the Pickens. It illuminates the love, prejudices, and loss that occur within such a small circle, showing the effects on the characters and how it enlarges their world. Actress Kimberly Brown's reading translates the text into a visceral experience of place with her slow-paced, distinctive southern drawl. She maintains a steady, rhythmic momentum, yet pronunciates clearly, so northerners will understand the dialogue. This young actress, primarily known for her Broadway and TV roles, does an admirable job with this medium, but her reading does not transcend the text. Listeners are always hearing the story, rather than experiencing it. There is no distinctive voice for each character, not even Jaynell's eccentric Grandpap. This keeps the characters rather one-dimensional and empathy from readers at a minimum. Her limited range of voices makes this highly descriptive narrative a bit tedious and dull. Compared to the previous translations of Holt's novels to audiobooks--My Louisiana Sky (Listening Library, 1999) and When Zachary Came to Town (Listening Library, 2000)--this one is a disappointment.Tina Hudak, St. Bernard's School, Riverdale, MDCopyright 2001 Cahners Business Information, Inc.--This text refers to theAudio Cassetteedition.","""Laurie R. King's new series is off to a rollicking start. The characters are well drawn and the plot is tightly constructed."" --Publishers Weekly""King's new series is off to a rollicking start. The characters are well drawn and the plot is tightly constructed."" --Publishers Weekly""King's new series is off to a rollicking start. The characters are well drawn and the plot is tightly constructed."" --Publishers Weekly""King's new series is off to a rollicking start. The characters are well drawn and the plot is tightly constructed."" --Publishers Weekly""King's new series is off to a rollicking start. The characters are well drawn and the plot is tightly constructed."" --Publishers Weekly""King's new series is off to a rollicking start. The characters are well drawn and the plot is tightly constructed."" --Publishers Weekly""King's new series is off to a rollicking start. The characters are well drawn and the plot is tightly constructed."" --Publishers Weekly""King's new series is off to a rollicking start. The characters are well drawn and the plot is tightly constructed."" --Publishers Weekly""King's new series is off to a rollicking start. The characters are well drawn and the plot is tightly constructed."" --Publishers Weekly""King's new series is off to a rollicking start. The characters are well drawn and the plot is tightly constructed."" --Publishers Weekly""King's new series is off to a rollicking start. The characters are well drawn and the plot is tightly constructed."" --Publishers Weekly""King's new series is off to a rollicking start. The characters are well drawn and the plot is tightly constructed."" --Publishers Weekly""King's new series is off to a rollicking start. The characters are well drawn and the plot is tightly constructed."" --Publishers Weekly""King's new series is off to a rollicking start. The characters are well drawn and the plot is tightly constructed."" --Publishers Weekly""King's new series is off to a rollicking start. The characters are well drawn and the plot is tightly constructed."" --Publishers Weekly""King's new series is off to a rollicking start. The characters are well drawn and the plot is tightly constructed."" --Publishers Weekly""King's new series is off to a rollicking start. The"
139560,"Please provide a detailed description of the following product, including its features and any relevant specifications.",The Man Who Found Time: James Hutton And The Discovery Of Earth's Antiquity,"In this engaging account of scientific discovery, Repcheck (an acquiring editor at Norton) aims to elevate the little-known Scottish geologist James Hutton (1726-1797) into the lofty company of Copernicus, Galileo and Darwin, as one who wrested modern science from the ""straight jacket of religious orthodoxy."" Hutton, claims Repcheck, was the first to propose that the earth was shaped not by a cataclysmic Great Flood, but rather by ""the inexorable forces of wind and rain, tides and storms, volcanoes and earthquakes"" over a far longer period than the 6,000 years biblical scholars said was the planet's age. Repcheck frames his narrative around Hutton's theory, weaving together the many historical threads that led to this paradigm shift in the conception of geological history. There aren't many popular histories of science that can hop from a thousand years of Church doctrine about the age of the earth to the story of Bonnie Prince Charlie and the Scottish rebellion of 1745 without missing a beat, but Repcheck's comfortable style and enthusiasm for his subject permeate his book. He does a fine job of laying out Hutton's theory in the context of the Scottish Enlightenment as well as its consequences for later thinkers (most notably Darwin). Repcheck's account should appeal to anyone who's curious about intellectual history, geologist or not. (June)claims, in his book The Seashell on the Mountaintop (see p. 59), that his subject, Nicolaus Steno, discovered the science of geology and challenged the 6,000-year-old age of the earth.Copyright 2003 Reed Business Information, Inc.","""A fine biography...[that] illuminates Hutton's life and work and the times in which he lived.""--The New York Times Book Review"
106363,"Please provide a detailed description of the following product, including its features and any relevant specifications.","The Cambridge Illustrated Atlas of Warfare: Renaissance to Revolution, 1492-1792 (Cambridge Illustrated Atlases)","""The atlas's elegant design and color illustration make global war history palatable in appeal to military and naval historians, and more causal students.""   Reference & Research Book News""Excellent....very accessible and authoritative.""   Reader's Review""Jeremy Black, professor of History at Exeter University, has written an excelllent reference work that covers warfare from the Renaissance (or at least from 1492) to 1792....Black's Atlas is a beautiful work to behold....The text is concise and accurate throughout the volume and the non-military expert will find it a useful reference work.  Military historians would do well to add this superb atlas to their collection....it is not surprising to find his work an excellent example of what the genre can accomplish.""   Rand Burnette, Renaissance Quarterly""...a military history supported by superb cartography....Black's [is a] masterful text. His account of the period's history combines succinct exposition while avoiding the easy explanation or riding the hobby horse of a few grand themes....This is an atlas equally useful for the reader as the student. It is also one that will be welcomed by those searching for quality additions to multi-cultural collections.""   American Reference Book Annual 1997""...a marvelous book.  Specialists will doubtless be sparked by both maps and text to rethink their own perspective on the period as a whole.  Nonspecialists will find it an excellent panoramic introduction to war in the early modern world.  As such, an introduction, especially considering its truly global coverage, this atlas stands alone.""   Thomas F. Arnold, Sixteenth Century Journal""This is a much-needed introduction to early modern military history.  It contains over ninety maps of campaign trajectories and battle diagrams that are clear, uncluttered, and relate to the immediate discussion.  More impressive is the narrative: it represents the first synthesis of early modern warfare from a global perspective.""   Journal of Military History""This is an atlas equally useful for the reader as the student.  It is also that will be welcomed by those searching for quality additions to multicultural collections.""   American Reference Books Annual""This ia an atlas equally usefull for the reader as well as the student.  It is also on ethat will be welcomed by those searching for quality additions to multicultural collections.""   American Reference Books Annual""...this attractive volume is best suited for  laymen, scholars will be pleased by some of the subjects it covers.""    Charles Ingrao, International History Review""...this book should reach `best seller' through adoption as a text.""    Ron Whistance-Smith, WAML Information Bulletin","The Cambridge Illustrated Atlas of Warfare: Renaissance to Revolution, 1492-1792 (Cambridge Illustrated Atlases)"
142629,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Daily Life Strategies for Teens,"Feeling like chaos rules your world? Ready to take charge of your life?  Need a little kick in the pants? This pocket-sized paperback is jam-packed with  inspiration to help you begin to steer your life, rather than drift through it.  Based on Jay McGraw's bestselling inspirational guide,Life Strategies for Teens, this  handy, hard-hitting (yet kind) collection of daily motivational truisms is  straightforward and full of insight. The author blends concepts from his own  book with quotations from the likes of Margaret Thatcher, Yogi Berra, and  Aristotle. Each day is given a brief saying or question. July 27th's entry, for  example: ""The key to success is perseverance--getting the job done whether you  feel like it or not."" And October 19: ""The door to an emotional prison locks  from the inside."" Young people at any stage of growing up will be sure to find  dozens of relevant gems in this earnest, realistic, day-by-day life guide. (Ages  13 and older)--Emilie Coulter","""A great book for teens, especially those who are having problems in school or with their parents."" -Library Journal"
125791,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Surveying (10th Edition),"Surveying is essentially the science of measurement of the spatial positions of the features on or near the surface of the earth.  The practice of surveying is changing rapidly because of the availability of electronically controlled instruments, automatic capture and rapid transfer of field measurements, widespread adoption of the Global Positioning system (GPS), and the proliferation of various geographic Land Information Systems (GIS/LIS).  Nevertheless, the principles underlying the new technology remain fairly constant.  For example, the basic equations and computing techniques presented in this book are used to develop the computer programs employed by the practicing surveyor.  Software is available for practically any situation encountered by the surveyor, including coordinate geometry, traverse calculations, adjustment computations, directions from astronomical observations, road design and layout, earthwork calculations, and stake-out data.    The authors have attempted to present the material underlying these forgoing advances in such a way that the student can learn the principles of surveying by self-study.  References at the ends of the chapters are intended to expand the knowledge acquired throughout study of the basic principles found in the book.    Several major revisions have been made since the previous edition.  Moreover, every chapter has been brought up to date and changed , although some only slightly.  The information on Inertial Surveying has been dropped completely.  Chapter 10 is devoted to GPS, thus separating traditional control surveying from this expanding technology and providing a simple but comprehensive explanation of GPS.  Emphasis is placed on the NAD 83 as contrasted with NAD 27, as the redefinitions of the control networks in North America are now complete and the new datum is being utilized at a rapidly growing rate.  In Chapter 11 we provide a computer program (TRANSFOR) to compute state plane coordinates.  The examples provided with the program are the same as those given in the text.    Chapter 20 on Geographic Information Systems has been added, along with a problem set and a compete and an extensive bibliography.  Appendix A has been shortened considerably be removing the sections no the adjustment of triangulation.    We have worked hard to make this book readable and easy to understand, while at the same time presenting current material that will be valuable to the modern surveyor.  ACSM Bulletin, published by the American Congress on Surveying and Mapping, 5410 Grosvenor Lane, Bethesda, MD 20814, (301) 493-0200.  Geodetical Information Magazine, published by the Geodetical Information and Trading Center, G.I.T.C.b.v., Villa Novalaan 14, 8531 HS Lemmer, The Netherlands, +31(0)-5416-1854.  GeoInfo Systems, published by the Advanstar Communications, 859 Willamette Street, Eugene, OR 97400, (541) 343-1200.  GIS World, published by GIS World Inc., 155 E. Boardwalk Drive, Suite 250, Fort Collins CO 80525, (970) 223-4848.  GPS World, published by GPS World Corporation, 859 Willamette Street, Eugene OR  97440, (503) 343-1200  Point of Beginning, better known as P.O.B., Published by Business News Publishing Company, P.O. Box 7069, 755 West Big Beaver Road, Suite 1000, Troy, MI  48007, (810) 362-3700  Professional Surveyor, published by Professional Surveyors Publishing Company, Inc. Suite 501, 2300 Ninth Street South, Arlington, VA  22204-2320, (703) 892-0733.  Surveying and Land Information Systems, published by the American Congress on Surveying and Mapping.  Technical Papers of the Annual and Fall conventions of the American Congress on Surveying and Mapping.The majority of the articles listed in the bibliographies are take from the publications listed above.    The authors with to express their thanks to Mr. Edward McKay and Mr. James Stem of the National Geodetic Survey for their generous help in providing information for Chapters 9 and 11.  We wish to thank a number of students and faculty at the Ohio State University for checking a number of examples, Dr. George Dedes, formerly of the Ohio State University and now with Topcon-Geo Comp, Ltd., and Dr. Richard Langley of the University of New Brunswick (along with special thanks to GPS World) for their review and contribution to the GPS Chapter.  Thanks to Dr. Ayman Habib of the Ohio State University who transferred the NGS plane coordinate computation to the disk in this book and worked out the examples in the book using that software.  Thanks to Mr. James Saunders and Ms Mary Tabler of The Ohio State University Center for Mappiing for reviewing and adding to the Chapter on GIS.  Thanks to Dr. Charles Toth of the Ohio State University Center for Mapping for his comments on the Chapter on Photogrammetry.  Lastly, we wish to provide a very special thanks to Mr. David Cunningham of the Ohio State University Center for Mapping for his unique contributions in applying his rare combination of artistic ability and computer skills in developing many of the new figures (graphical illustrations) that appear in this edition.  The authors also, finally wish to thank the instrument manufacturers who generously furnished the updated photographs used in this edition.","Surveying, 10th Edition, is the most current, complete, and comprehensive surveying text available. The book is organized to cover all of the topics required for a basic surveying course, including all of the topics required for the Fundamentals of Surveying (FS) examination, as well as the majority of topics required for the Principles and Applications of Surveying (PS) examination. The book is written in a clear and concise style, and the text is supplemented with many examples and problems that provide students with a solid understanding of the concepts and procedures required for surveying."
32661,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Getting Rid of Gout,Bryan Emmerson is at University of Queensland.,"""Getting Rid of Gout"" is a book that provides a detailed description of the causes of gout and how to prevent it. The book includes information on the different types of gout and how to treat it, as well as tips for managing the disease."
27145,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Over 40 &amp; You're Hired!: Secrets to Landing a Great Job,"Ryan (60 Seconds &amp; You're Hired!) offers authoritative advice for the over-40 job hunter, and in the process supplies tips that would be useful for anyone (or everyone, these days) looking for work. Addressing those entering the job market after a hiatus&mdash;those recently laid off from a long-term position or who have been staying home with children&mdash; she cautions, Times have changed, and you must, too. With suggestions gleaned from a survey of 600 hiring managers across the country, Ryan emphasizes the computer and Internet proficiencies universally demanded, shares tools for job searching online, advises job candidates to get a makeover to look more professional, and&mdash;in the book's most useful sections&mdash;shows how to fine-tune a r&eacute;sum&eacute; (she advises that each r&eacute;sum&eacute; and cover letter be tailored to the particular job and that the job title be explicitly listed in a career objective line). Her suggestions are candid, sensible, and refreshingly specific. With actual examples of r&eacute;sum&eacute;s and cover letters, a r&eacute;sum&eacute; quiz and a companion Web site with salary tools and other online resources, this book is essential reading for job seekers.(Jan.)Copyright &copy; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.","&quot;This book is a must-read for anyone who is over 40 and looking for a new job. The author provides practical advice on how to make the most of your experience, how to market yourself, how to network, and how to write a resume that will get you noticed. I highly recommend it!&quot;--Barbara Moses, president, Career Insights Inc.&quot;This book is a must-read for anyone who is over 40 and looking for a new job. The author provides practical advice on how to make the most of your experience, how to market yourself, how to network, and how to write a resume that will get you noticed. I highly recommend it!&quot;--Barbara Moses, president, Career Insights Inc.&quot;This book is a must-read for anyone who is over 40 and looking for a new job. The author provides practical advice on how to make the most of your experience, how to market yourself, how to network, and how to write a resume that will get you noticed. I highly recommend it!&quot;--Barbara Moses, president, Career Insights Inc.&quot;This book is a must-read for anyone who is over 40 and looking for a new job. The author provides practical advice on how to make the most of your experience, how to market yourself, how to network, and how to write a resume that will get you noticed. I highly recommend it!&quot;--Barbara Moses, president, Career Insights Inc.&quot;This book is a must-read for anyone who is over 40 and looking for a new job. The author provides practical advice on how to make the most of your experience, how to market yourself, how to network, and how to write a resume that will get you noticed. I highly recommend it!&quot;--Barbara Moses, president, Career Insights Inc.&quot;This book is a must-read for anyone who is over 40 and looking for a new job. The author provides practical advice on how to make the most of your experience, how to market yourself, how to network, and how to write a resume that will get you noticed. I highly recommend it!&quot;--Barbara Moses, president, Career Insights Inc.&quot;This book is a must-read for anyone who is over 40 and looking for a new job. The author provides practical advice on how to make the most of your experience,"
